file_path,sub_dirname,file,start,end
pXX\p02\p027162\3363366_0032.dat,p027162,3363366_0032.dat,0,124297
pXX\p02\p027162\3363366_0032.dat,p027162,3363366_0032.dat,124345,228999
pXX\p02\p027162\3363366_0033.dat,p027162,3363366_0033.dat,329,751824
pXX\p02\p027162\3363366_0033.dat,p027162,3363366_0033.dat,755414,820599
pXX\p02\p027162\3363366_0037.dat,p027162,3363366_0037.dat,994,173499
pXX\p02\p027162\3638906_0008.dat,p027162,3638906_0008.dat,87081,140656
pXX\p02\p027162\3638906_0008.dat,p027162,3638906_0008.dat,190881,272249
pXX\p02\p027162\3638906_0009.dat,p027162,3638906_0009.dat,49179,87334
pXX\p02\p027162\3638906_0009.dat,p027162,3638906_0009.dat,136371,180688
pXX\p02\p027162\3638906_0009.dat,p027162,3638906_0009.dat,180852,364901
pXX\p02\p027162\3638906_0009.dat,p027162,3638906_0009.dat,485575,611873
pXX\p02\p027162\3638906_0009.dat,p027162,3638906_0009.dat,614726,744524
pXX\p02\p027162\3638906_0009.dat,p027162,3638906_0009.dat,880316,949411
pXX\p02\p027162\3638906_0009.dat,p027162,3638906_0009.dat,994953,1060763
pXX\p02\p027162\3638906_0009.dat,p027162,3638906_0009.dat,1061074,1287534
pXX\p02\p027162\3638906_0009.dat,p027162,3638906_0009.dat,1313463,1411402
pXX\p02\p027162\3638906_0009.dat,p027162,3638906_0009.dat,1411409,1486747
pXX\p02\p027162\3638906_0009.dat,p027162,3638906_0009.dat,1486753,1609722
pXX\p02\p027162\3638906_0009.dat,p027162,3638906_0009.dat,1663251,1734845
pXX\p02\p027162\3638906_0011.dat,p027162,3638906_0011.dat,132938,306944
pXX\p02\p027162\3638906_0011.dat,p027162,3638906_0011.dat,306999,423538
pXX\p02\p027162\3638906_0011.dat,p027162,3638906_0011.dat,425414,497709
pXX\p02\p027162\3638906_0011.dat,p027162,3638906_0011.dat,497808,606985
pXX\p02\p027162\3638906_0011.dat,p027162,3638906_0011.dat,607022,840443
pXX\p02\p027162\3638906_0014.dat,p027162,3638906_0014.dat,0,95273
pXX\p02\p027162\3638906_0014.dat,p027162,3638906_0014.dat,246849,299333
pXX\p02\p027162\3638906_0014.dat,p027162,3638906_0014.dat,299357,501498
pXX\p02\p027162\3638906_0014.dat,p027162,3638906_0014.dat,625853,745273
pXX\p02\p027162\3638906_0014.dat,p027162,3638906_0014.dat,746235,886739
pXX\p02\p027162\3638906_0014.dat,p027162,3638906_0014.dat,926643,990233
pXX\p02\p027162\3638906_0014.dat,p027162,3638906_0014.dat,1017032,1079286
pXX\p02\p027162\3638906_0014.dat,p027162,3638906_0014.dat,1117014,1181050
pXX\p02\p027162\3638906_0014.dat,p027162,3638906_0014.dat,1190018,1295528
pXX\p02\p027162\3638906_0014.dat,p027162,3638906_0014.dat,1295532,1346402
pXX\p02\p027162\3638906_0014.dat,p027162,3638906_0014.dat,1346517,1400896
pXX\p02\p027162\3638906_0014.dat,p027162,3638906_0014.dat,1476270,1578832
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,806,56579
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,78187,138384
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,197118,256250
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,300835,371737
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,379146,545046
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,560635,628997
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,635788,721869
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,732061,773126
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,773136,881570
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,1033777,1129143
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,1154633,1200964
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,1270111,1333948
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,1385501,1442873
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,1472387,1517514
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,1539728,1606472
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,1606482,1690881
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,1690888,1773044
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,1773077,1935212
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,2081195,2177860
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,2278009,2347977
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,2355990,2439635
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,2524851,2613619
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,2766824,2973239
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,3014495,3221203
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,3343333,3573340
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,3573363,3672670
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,3699097,3873380
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,3873401,3993900
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,4115833,4171294
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,4229801,4332784
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,4477450,4588522
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,4610494,4658485
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,4670165,4773519
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,4773543,5073579
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,5073591,5151116
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,5253745,5527205
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,5532604,5666472
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,5695935,5794570
pXX\p02\p027162\3638906_0015.dat,p027162,3638906_0015.dat,5973768,6022625
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,89146,230273
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,230380,299568
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,299590,526486
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,527739,599627
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,599662,787078
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,849047,899667
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,924844,1238274
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,1344767,1471482
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,1499790,1608782
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,1608814,1799826
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,1799836,1969976
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,1992981,2097249
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,2097255,2185029
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,2187774,2244861
pXX\p02\p027162\3638906_0017.dat,p027162,3638906_0017.dat,2299127,2357124
pXX\p02\p027162\3638906_0021.dat,p027162,3638906_0021.dat,90094,128719
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,2491,43733
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,46543,146438
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,150119,256682
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,332443,688107
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,699344,899555
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,899585,1030748
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,1121421,1168479
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,1250527,1297654
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,1340515,1635644
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,1637080,1799711
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,1820210,2023360
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,2023364,2099756
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,2099793,2399812
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,2399847,2441387
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,2467558,2999912
pXX\p02\p027162\3638906_0023.dat,p027162,3638906_0023.dat,2999947,3336292
pXX\p02\p027162\3638906_0025.dat,p027162,3638906_0025.dat,3489,272341
pXX\p02\p027162\3638906_0025.dat,p027162,3638906_0025.dat,299475,457091
pXX\p02\p027162\3638906_0025.dat,p027162,3638906_0025.dat,493307,599523
pXX\p02\p027162\3638906_0025.dat,p027162,3638906_0025.dat,607899,936402
pXX\p02\p027162\3638906_0025.dat,p027162,3638906_0025.dat,937481,1077686
pXX\p02\p027162\3638906_0025.dat,p027162,3638906_0025.dat,1102139,1194690
pXX\p02\p027162\3638906_0025.dat,p027162,3638906_0025.dat,1267315,1312777
pXX\p02\p027162\3638906_0025.dat,p027162,3638906_0025.dat,1312783,1398365
pXX\p02\p027162\3638906_0025.dat,p027162,3638906_0025.dat,1579195,1645266
pXX\p02\p027162\3638906_0025.dat,p027162,3638906_0025.dat,1645379,1717654
pXX\p02\p027162\3638906_0030.dat,p027162,3638906_0030.dat,25372,203690
pXX\p02\p027162\3638906_0030.dat,p027162,3638906_0030.dat,257894,360304
pXX\p02\p027162\3638906_0030.dat,p027162,3638906_0030.dat,404779,493436
pXX\p02\p027162\3638906_0033.dat,p027162,3638906_0033.dat,112430,156974
pXX\p02\p027162\3638906_0033.dat,p027162,3638906_0033.dat,157297,291394
pXX\p02\p027162\3638906_0033.dat,p027162,3638906_0033.dat,572984,612801
pXX\p02\p027162\3638906_0033.dat,p027162,3638906_0033.dat,612841,732973
pXX\p02\p027162\3638906_0033.dat,p027162,3638906_0033.dat,897646,1027153
pXX\p02\p027162\3638906_0033.dat,p027162,3638906_0033.dat,1029401,1243142
pXX\p02\p027162\3638906_0033.dat,p027162,3638906_0033.dat,1243146,1302177
pXX\p02\p027162\3638906_0033.dat,p027162,3638906_0033.dat,1382394,1430285
pXX\p02\p027162\3638906_0035.dat,p027162,3638906_0035.dat,170121,207669
pXX\p02\p027162\3638906_0035.dat,p027162,3638906_0035.dat,261322,860806
pXX\p02\p027162\3638906_0035.dat,p027162,3638906_0035.dat,860996,901249
pXX\p02\p027162\3638906_0035.dat,p027162,3638906_0035.dat,982896,1076220
pXX\p02\p027162\3638906_0035.dat,p027162,3638906_0035.dat,1078573,1121604
pXX\p02\p027162\3638906_0040.dat,p027162,3638906_0040.dat,6,53659
pXX\p02\p027162\3638906_0042.dat,p027162,3638906_0042.dat,22013,67379
pXX\p02\p027162\3638906_0042.dat,p027162,3638906_0042.dat,370743,433787
pXX\p02\p027162\3638906_0042.dat,p027162,3638906_0042.dat,433854,476014
pXX\p02\p027162\3638906_0042.dat,p027162,3638906_0042.dat,545969,1114865
pXX\p02\p027162\3638906_0042.dat,p027162,3638906_0042.dat,1114917,1162285
pXX\p02\p027162\3638906_0042.dat,p027162,3638906_0042.dat,1165485,1284467
pXX\p02\p027162\3638906_0042.dat,p027162,3638906_0042.dat,1291962,1341055
pXX\p02\p027162\3638906_0042.dat,p027162,3638906_0042.dat,1414970,1505130
pXX\p02\p027162\3638906_0042.dat,p027162,3638906_0042.dat,1516704,1704408
pXX\p02\p027162\3638906_0042.dat,p027162,3638906_0042.dat,1737570,1806328
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,96517,153502
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,186663,259863
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,317439,470285
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,470290,583011
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,588062,685643
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,685760,841009
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,910863,1084665
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,1125568,1183108
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,1205174,1271812
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,1302874,1439559
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,1696471,1783208
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,1783243,1869498
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,1869503,1954944
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,1989869,2383303
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,2383318,2449151
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,2449154,2516024
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,2520292,2569994
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,2570041,2796438
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,2916933,3088739
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,3093530,3267490
pXX\p02\p027162\3638906_0046.dat,p027162,3638906_0046.dat,3294853,3350514
pXX\p02\p027162\3638906_0050.dat,p027162,3638906_0050.dat,185195,229155
pXX\p02\p027162\3638906_0050.dat,p027162,3638906_0050.dat,229199,276160
pXX\p02\p027162\3638906_0050.dat,p027162,3638906_0050.dat,286790,482149
pXX\p02\p027162\3638906_0050.dat,p027162,3638906_0050.dat,529225,730612
pXX\p02\p027162\3638906_0050.dat,p027162,3638906_0050.dat,734673,838227
pXX\p02\p027162\3638906_0050.dat,p027162,3638906_0050.dat,838321,920535
pXX\p02\p027162\3638906_0050.dat,p027162,3638906_0050.dat,920538,1129295
pXX\p02\p027162\3699470_0002.dat,p027162,3699470_0002.dat,301,44197
pXX\p02\p027162\3699470_0002.dat,p027162,3699470_0002.dat,44200,985827
pXX\p02\p027162\3699470_0002.dat,p027162,3699470_0002.dat,987113,1092414
pXX\p02\p027162\3699470_0006.dat,p027162,3699470_0006.dat,15149,403259
pXX\p02\p027162\3699470_0012.dat,p027162,3699470_0012.dat,3861,1091473
pXX\p02\p027162\3699470_0012.dat,p027162,3699470_0012.dat,1091474,2337241
pXX\p02\p027162\3699470_0012.dat,p027162,3699470_0012.dat,2337256,7108874
pXX\p02\p027162\3699470_0015.dat,p027162,3699470_0015.dat,0,89499
pXX\p02\p027162\3699470_0020.dat,p027162,3699470_0020.dat,580,1232586
pXX\p02\p027162\3699470_0020.dat,p027162,3699470_0020.dat,1232587,1314494
pXX\p02\p027162\3699470_0020.dat,p027162,3699470_0020.dat,1337127,1678499
pXX\p02\p027162\3699470_0023.dat,p027162,3699470_0023.dat,0,67874
pXX\p02\p027162\3699470_0026.dat,p027162,3699470_0026.dat,0,454874
pXX\p02\p027162\3699470_0029.dat,p027162,3699470_0029.dat,0,491811
pXX\p02\p027162\3699470_0029.dat,p027162,3699470_0029.dat,493511,559239
pXX\p02\p027162\3699470_0029.dat,p027162,3699470_0029.dat,559242,2156624
pXX\p02\p027162\3699470_0032.dat,p027162,3699470_0032.dat,0,217999
pXX\p02\p027162\3699470_0035.dat,p027162,3699470_0035.dat,0,38655
pXX\p02\p027162\3699470_0035.dat,p027162,3699470_0035.dat,38659,957499
pXX\p02\p027162\3699470_0038.dat,p027162,3699470_0038.dat,0,214539
pXX\p02\p027162\3699470_0040.dat,p027162,3699470_0040.dat,4485,584994
pXX\p02\p027162\3699470_0040.dat,p027162,3699470_0040.dat,600573,913115
pXX\p02\p027162\3699470_0040.dat,p027162,3699470_0040.dat,913117,1051874
pXX\p02\p027162\3699470_0048.dat,p027162,3699470_0048.dat,2124,113478
pXX\p02\p027162\3699470_0048.dat,p027162,3699470_0048.dat,113483,215262
pXX\p02\p027162\3699470_0048.dat,p027162,3699470_0048.dat,215308,790749
pXX\p02\p027162\3699470_0051.dat,p027162,3699470_0051.dat,0,122482
pXX\p02\p027162\3699470_0052.dat,p027162,3699470_0052.dat,0,78999
pXX\p02\p027162\3699470_0055.dat,p027162,3699470_0055.dat,0,692267
pXX\p02\p027162\3699470_0055.dat,p027162,3699470_0055.dat,692268,739624
pXX\p02\p027162\3699470_0058.dat,p027162,3699470_0058.dat,0,373249
pXX\p02\p027162\3699470_0061.dat,p027162,3699470_0061.dat,0,438999
pXX\p02\p027162\3699470_0064.dat,p027162,3699470_0064.dat,0,46749
pXX\p02\p027162\3699470_0067.dat,p027162,3699470_0067.dat,0,251624
pXX\p02\p027162\3699470_0070.dat,p027162,3699470_0070.dat,0,102624
pXX\p02\p027162\3699470_0073.dat,p027162,3699470_0073.dat,0,97624
pXX\p02\p027162\3699470_0079.dat,p027162,3699470_0079.dat,0,235374
pXX\p02\p027162\3699470_0082.dat,p027162,3699470_0082.dat,0,165987
pXX\p02\p027845\3367596_0002.dat,p027845,3367596_0002.dat,1462,218627
pXX\p02\p027845\3367596_0002.dat,p027845,3367596_0002.dat,236746,1002499
pXX\p02\p027845\3367596_0005.dat,p027845,3367596_0005.dat,0,486499
pXX\p02\p027845\3367596_0008.dat,p027845,3367596_0008.dat,0,688999
pXX\p02\p027845\3367596_0011.dat,p027845,3367596_0011.dat,0,46617
pXX\p02\p027845\3367596_0011.dat,p027845,3367596_0011.dat,47325,919327
pXX\p02\p027845\3367596_0011.dat,p027845,3367596_0011.dat,919331,1053115
pXX\p02\p027845\3367596_0011.dat,p027845,3367596_0011.dat,1053116,1115999
pXX\p02\p027845\3367596_0014.dat,p027845,3367596_0014.dat,23888,321374
pXX\p02\p027845\3367596_0017.dat,p027845,3367596_0017.dat,0,306374
pXX\p02\p027845\3367596_0020.dat,p027845,3367596_0020.dat,0,737249
pXX\p02\p027845\3367596_0025.dat,p027845,3367596_0025.dat,382,103499
pXX\p02\p027845\3367596_0026.dat,p027845,3367596_0026.dat,0,691229
pXX\p02\p027845\3367596_0026.dat,p027845,3367596_0026.dat,693786,2235999
pXX\p02\p028075\3838593_0008.dat,p028075,3838593_0008.dat,353,124864
pXX\p02\p028075\3838593_0008.dat,p028075,3838593_0008.dat,124867,223542
pXX\p02\p028075\3838593_0011.dat,p028075,3838593_0011.dat,0,90224
pXX\p02\p028075\3838593_0011.dat,p028075,3838593_0011.dat,129147,317347
pXX\p02\p028075\3838593_0011.dat,p028075,3838593_0011.dat,412483,559374
pXX\p02\p028075\3838593_0012.dat,p028075,3838593_0012.dat,0,400764
pXX\p02\p028075\3838593_0012.dat,p028075,3838593_0012.dat,427448,1065508
pXX\p02\p028075\3838593_0012.dat,p028075,3838593_0012.dat,1084956,1123914
pXX\p02\p028075\3838593_0012.dat,p028075,3838593_0012.dat,1123916,1583134
pXX\p02\p028075\3838593_0012.dat,p028075,3838593_0012.dat,1583145,1683008
pXX\p02\p028075\3838593_0012.dat,p028075,3838593_0012.dat,1690913,2132027
pXX\p02\p028075\3838593_0012.dat,p028075,3838593_0012.dat,2132041,2195544
pXX\p02\p028075\3838593_0012.dat,p028075,3838593_0012.dat,2229277,2370721
